gid,teamAbbr,playDispNm,minutes,points,assists,turnovers,steals,blocks,fouls,fga,fgm,threepa,threepm,fta,ftm,rebounds
43027OKC,NY,Kyle O'Quinn,22,6,2,2,0,0,4,5,2,1,0,2,2,10
43027OKC,NY,Lance Thomas,16,2,1,2,0,0,4,4,1,2,0,0,0,3
43027OKC,NY,Frank Ntilikina,8,0,1,1,0,0,2,2,0,0,0,0,0,0
43027OKC,NY,Willy HernangÌ_mez,4,3,0,2,0,1,0,1,1,0,0,1,1,0
43027OKC,NY,Damyean Dotson,3,0,0,0,0,0,0,1,0,0,0,0,0,0
43027OKC,NY,Michael Beasley,1,2,0,0,0,0,0,1,1,0,0,0,0,0
43027OKC,OKC,Paul George,39,28,1,1,1,1,1,23,9,13,6,4,4,6
43027OKC,OKC,Carmelo Anthony,34,22,1,2,2,2,4,20,8,10,3,5,3,1
43027OKC,OKC,Russell Westbrook,33,21,16,7,0,1,4,12,7,1,0,10,7,10
43027OKC,OKC,Steven Adams,30,12,1,1,5,3,3,5,5,0,0,3,2,5
43027OKC,OKC,AndrÌ© Roberson,21,6,2,0,1,0,0,7,3,2,0,0,0,6
43027OKC,OKC,ÌÅlex Abrines,24,3,0,2,1,0,3,5,1,5,1,0,0,3
43027OKC,OKC,Jerami Grant,21,5,2,2,0,0,4,6,2,3,1,0,0,3
43027OKC,OKC,Raymond Felton,16,2,3,0,3,0,2,2,1,0,0,0,0,0
43027OKC,OKC,Terrance Ferguson,11,2,0,1,0,0,1,5,1,2,0,0,0,0
43027OKC,OKC,Patrick Patterson,7,0,0,1,0,0,0,2,0,2,0,0,0,2
43027OKC,OKC,Josh Huestis,3,0,0,1,0,0,0,0,0,0,0,0,0,1
43027OKC,OKC,Dakari Johnson,3,4,0,0,1,0,0,3,2,0,0,0,0,4
43027LAL,LAC,Blake Griffin,34,29,3,4,2,0,2,23,12,6,3,2,2,12
43027LAL,LAC,Danilo Gallinari,33,11,3,0,2,1,2,13,3,6,2,4,3,5
43027LAL,LAC,DeAndre Jordan,32,14,1,1,1,0,3,10,5,0,0,4,4,24
43027LAL,LAC,Patrick Beverley,24,10,1,1,2,1,3,12,4,5,2,0,0,3
43027LAL,LAC,Milos Teodosic,21,6,6,2,0,1,2,9,2,6,2,0,0,1
43027LAL,LAC,Austin Rivers,26,2,2,1,2,0,2,11,1,3,0,0,0,0
43027LAL,LAC,Lou Williams,25,12,6,2,2,0,1,12,5,4,1,1,1,3
43027LAL,LAC,Wes Johnson,20,9,1,0,1,0,1,7,4,2,1,0,0,5
43027LAL,LAC,Willie Reed,13,8,0,1,0,0,2,6,3,0,0,2,2,5
43027LAL,LAC,Sam Dekker,5,0,0,0,0,0,0,0,0,0,0,0,0,1
43027LAL,LAC,Montrezl Harrell,3,4,0,1,0,0,0,3,2,0,0,0,0,0
43027LAL,LAC,Sindarius Thornwell,3,3,0,1,0,0,2,1,1,1,1,0,0,0
43027LAL,LAL,Brandon Ingram,31,12,4,1,0,0,1,15,3,1,0,7,6,5
43027LAL,LAL,Larry Nance Jr.,30,14,0,3,0,1,3,11,7,0,0,2,0,12
43027LAL,LAL,Brook Lopez,29,20,2,1,1,1,3,19,7,5,1,5,5,6
43027LAL,LAL,Lonzo Ball,29,3,4,2,1,1,1,6,1,3,1,2,0,9
43027LAL,LAL,Luol Deng,13,2,1,1,1,0,0,2,1,0,0,0,0,0
43027LAL,LAL,Jordan Clarkson,23,18,2,3,2,0,0,16,7,3,2,3,2,2
43027LAL,LAL,Kyle Kuzma,19,8,1,0,2,0,2,8,4,2,0,2,0,4
43027LAL,LAL,Julius Randle,18,9,1,2,0,1,2,8,4,1,0,2,1,6
43027LAL,LAL,Corey Brewer,16,2,0,2,0,1,0,2,1,1,0,0,0,3
43027LAL,LAL,Alex Caruso,12,2,2,1,0,0,0,1,1,0,0,0,0,1
43027LAL,LAL,Andrew Bogut,11,0,1,3,1,2,3,0,0,0,0,0,0,2
43027LAL,LAL,Tyler Ennis,10,2,3,0,0,0,0,3,1,0,0,0,0,2
43028CHA,ATL,Dennis SchrÌ_der,32,25,5,3,1,0,2,21,11,2,0,3,3,3
43028CHA,ATL,Taurean Prince,29,15,2,2,1,0,4,13,6,4,2,1,1,6
43028CHA,ATL,Kent Bazemore,26,11,2,1,3,0,2,9,5,2,1,0,0,1
43028CHA,ATL,Dewayne Dedmon,25,11,2,1,1,1,2,9,5,1,1,0,0,7
43028CHA,ATL,Ersan Ilyasova,21,0,1,1,1,0,5,4,0,3,0,0,0,6
43028CHA,ATL,Malcolm Delaney,23,3,4,0,1,1,1,6,1,2,0,2,1,2
43028CHA,ATL,Marco Belinelli,22,5,2,2,0,0,1,10,1,3,1,2,2,4
43028CHA,ATL,Mike Muscala,19,9,0,0,1,0,3,8,3,4,1,2,2,4
43028CHA,ATL,Luke Babbitt,16,7,0,1,1,0,2,7,2,6,1,2,2,1
43028CHA,ATL,John Collins,15,5,0,2,1,2,6,4,2,0,0,2,1,2
43028CHA,ATL,Josh Magette,7,0,1,0,0,0,1,1,0,0,0,0,0,0
43028CHA,ATL,Nicolas Brussino,3,0,0,0,0,0,0,1,0,1,0,0,0,1
43028CHA,ATL,Tyler Dorsey,3,0,0,0,0,0,0,2,0,2,0,0,0,1
43028CHA,CHA,Kemba Walker,38,26,9,4,1,0,2,13,6,8,4,12,10,4
43028CHA,CHA,Jeremy Lamb,38,15,2,2,0,1,4,17,7,5,0,1,1,5
43028CHA,CHA,Dwight Howard,33,20,0,6,0,1,5,12,8,0,0,8,4,15
43028CHA,CHA,Dwayne Bacon,19,6,0,2,1,0,1,4,2,3,2,0,0,11
43028CHA,CHA,Marvin Williams,16,0,1,1,1,1,0,6,0,4,0,0,0,3
43028CHA,CHA,Frank Kaminsky,33,21,3,2,1,0,1,14,7,5,2,5,5,6
43028CHA,CHA,Treveon Graham,24,9,0,0,0,0,1,6,3,4,1,2,2,2
43028CHA,CHA,Malik Monk,19,6,0,3,0,0,3,7,2,5,2,0,0,3
43028CHA,CHA,Johnny O'Bryant,14,6,1,0,1,1,1,6,2,1,0,2,2,6
43028CHA,CHA,Julyan Stone,6,0,1,1,0,0,0,1,0,1,0,0,0,2
43028IND,POR,Al-Farouq Aminu,35,16,2,0,1,1,2,13,7,4,2,0,0,16
43028IND,POR,Damian Lillard,33,18,7,0,1,1,2,17,7,3,0,4,4,7
43028IND,POR,C.J. McCollum,32,28,1,0,1,1,2,18,12,4,3,2,1,7
43028IND,POR,Jusuf Nurkic,26,11,3,6,1,1,5,13,4,0,0,4,3,2
43028IND,POR,Moe Harkless,20,5,0,1,1,1,2,5,2,2,1,0,0,3
43028IND,POR,Evan Turner,32,17,3,0,0,1,2,12,7,2,1,2,2,2
43028IND,POR,Pat Connaughton,22,8,1,0,0,0,2,4,3,3,2,0,0,3
43028IND,POR,Ed Davis,20,7,1,0,0,0,3,4,3,0,0,3,1,9
43028IND,POR,Caleb Swanigan,9,2,0,1,0,0,2,4,0,0,0,2,2,0
43028IND,POR,Zach Collins,7,0,0,1,0,0,2,4,0,1,0,0,0,2
43028IND,POR,Jake Layman,2,0,1,0,0,0,1,0,0,0,0,0,0,0
43028IND,POR,Shabazz Napier,2,2,0,0,0,0,1,1,1,0,0,0,0,0
43028IND,IND,Victor Oladipo,33,17,2,2,0,1,1,17,5,3,0,9,7,6
43028IND,IND,Darren Collison,31,14,4,2,1,0,3,9,5,3,1,4,3,4
43028IND,IND,Thaddeus Young,29,8,1,0,0,1,1,8,4,2,0,0,0,7
43028IND,IND,Domantas Sabonis,29,3,1,3,0,1,4,5,1,1,0,4,1,8
43028IND,IND,Bojan Bogdanovi€à,24,11,0,2,0,0,1,9,4,4,1,4,2,4
43028IND,IND,Lance Stephenson,20,4,2,0,0,0,0,5,1,2,0,4,2,2
43028IND,IND,Cory Joseph,20,7,2,1,0,0,3,5,1,0,0,5,5,0
43028IND,IND,T.J. Leaf,19,17,1,0,0,0,2,11,7,3,2,1,1,4
43028IND,IND,Al Jefferson,16,8,1,0,0,1,1,6,4,0,0,0,0,2
43028IND,IND,Damien Wilkins,9,2,1,1,0,0,0,1,1,0,0,0,0,0
43028IND,IND,Alex Poythress,4,0,0,0,0,0,0,0,0,0,0,0,0,1
43028IND,IND,Joseph Young,4,5,0,1,0,0,1,2,2,0,0,2,1,1
43028IND,IND,Ike Anigbogu,2,0,0,0,0,0,0,0,0,0,0,0,0,0
43028MIL,CLE,LeBron James,37,24,8,5,1,1,1,16,10,4,2,2,2,5
43028MIL,CLE,Kevin Love,27,17,6,4,0,2,2,12,5,3,0,7,7,12
43028MIL,CLE,Dwyane Wade,26,4,3,3,1,0,3,7,2,1,0,0,0,2
43028MIL,CLE,Jae Crowder,25,14,1,0,1,0,1,8,6,2,2,0,0,4
43028MIL,CLE,Derrick Rose,23,12,1,1,2,0,0,4,3,0,0,6,6,2
43028MIL,CLE,Tristan Thompson,24,8,0,0,0,0,0,6,4,0,0,0,0,8
43028MIL,CLE,J.R. Smith,23,7,2,1,0,0,1,11,3,6,1,0,0,4
43028MIL,CLE,Kyle Korver,19,17,1,0,1,0,0,8,6,6,5,0,0,3
43028MIL,CLE,Jeff Green,18,10,1,1,1,0,1,7,4,2,0,2,2,1
43028MIL,CLE,Iman Shumpert,14,0,1,1,1,0,1,1,0,1,0,0,0,2
43028MIL,CLE,Channing Frye,1,3,1,0,0,0,0,1,1,1,1,0,0,1
43028MIL,CLE,Cedi Osman,1,0,0,0,0,0,0,0,0,0,0,0,0,0
43028MIL,CLE,Jose Calderon,1,0,0,0,0,0,0,0,0,0,0,0,0,0
43028MIL,MIL,Giannis Antetokounmpo,39,34,8,2,3,1,2,22,15,1,0,6,4,8
43028MIL,MIL,Khris Middleton,35,8,5,3,0,0,4,10,3,5,0,2,2,3
43028MIL,MIL,Malcolm Brogdon,34,16,1,2,2,0,2,12,6,9,4,0,0,2
43028MIL,MIL,Tony Snell,32,9,3,0,1,0,1,7,3,7,3,0,0,2
43028MIL,MIL,Thon Maker,17,7,0,0,0,1,3,5,3,1,1,0,0,3
43028MIL,MIL,Matthew Dellavedova,24,3,5,3,0,0,3,5,1,3,1,0,0,2
43028MIL,MIL,Greg Monroe,18,8,0,3,0,0,1,8,4,0,0,0,0,6
43028MIL,MIL,Jason Terry,16,2,1,0,2,0,0,4,0,3,0,2,2,2
43028MIL,MIL,Mirza Teletovi€à,9,3,0,0,0,0,0,4,1,4,1,0,0,0
43028MIL,MIL,John Henson,8,4,0,1,0,0,1,1,1,0,0,2,2,2
43028MIL,MIL,Sterling Brown,6,3,0,0,0,0,0,3,1,1,1,0,0,0
43028MIL,MIL,D.J. Wilson,1,0,0,0,0,0,0,0,0,0,0,0,0,0
43028MIL,MIL,Rashad Vaughn,1,0,0,0,0,0,0,1,0,1,0,0,0,0
43028PHI,BOS,Jaylen Brown,37,9,0,0,2,0,2,13,4,4,1,3,0,8
43028PHI,BOS,Al Horford,36,17,3,4,0,1,2,16,5,7,3,4,4,9
43028PHI,BOS,Kyrie Irving,36,21,4,5,2,0,4,17,7,4,1,7,6,6
43028PHI,BOS,Jayson Tatum,33,15,0,3,0,3,3,8,3,2,0,9,9,8
43028PHI,BOS,Aron Baynes,14,10,2,1,0,0,5,8,5,0,0,1,0,8
43028PHI,BOS,Terry Rozier,30,14,2,2,0,0,2,11,6,6,2,3,0,7
43028PHI,BOS,Shane Larkin,19,10,4,1,0,0,0,5,4,2,2,0,0,2
43028PHI,BOS,Jabari Bird,14,3,0,0,0,0,1,1,0,1,0,5,3,1
43028PHI,BOS,Daniel Theis,11,0,1,1,0,1,2,1,0,1,0,0,0,3
43028PHI,BOS,Abdel Nader,7,0,0,0,0,0,1,2,0,1,0,0,0,2
43028PHI,BOS,Guerschon Yabusele,3,3,0,2,0,0,2,2,1,1,1,0,0,1
43028PHI,PHI,Ben Simmons,37,11,5,4,1,0,2,11,4,0,0,6,3,11
43028PHI,PHI,J.J. Redick,36,19,4,0,0,0,1,16,7,7,4,1,1,0
43028PHI,PHI,Jerryd Bayless,30,18,1,0,1,0,4,12,7,6,4,0,0,1
43028PHI,PHI,Joel Embiid,28,11,3,3,1,2,1,16,4,6,0,3,3,14
43028PHI,PHI,Robert Covington,27,12,2,2,0,1,5,10,5,6,2,0,0,2
43028PHI,PHI,Dario Saric,24,9,2,6,0,1,5,10,4,4,0,2,1,10
43028PHI,PHI,Markelle Fultz,17,6,1,0,1,0,4,9,2,0,0,2,2,3
43028PHI,PHI,TimothÌ© Luwawu-Cabarrot,14,2,1,0,1,0,2,4,1,2,0,0,0,0
43028PHI,PHI,T.J. McConnell,12,4,0,1,2,0,5,2,1,1,0,2,2,4
43028PHI,PHI,Amir Johnson,11,0,1,0,0,0,1,2,0,0,0,0,0,2
43028PHI,PHI,Justin Anderson,3,0,0,0,0,0,0,0,0,0,0,0,0,0
43028WAS,DET,Tobias Harris,34,15,1,0,1,0,2,10,5,1,1,5,4,3
43028WAS,DET,Avery Bradley,33,18,2,5,1,0,3,13,6,6,3,4,3,2
43028WAS,DET,Reggie Jackson,32,21,5,5,5,0,5,21,8,7,3,2,2,4
43028WAS,DET,Andre Drummond,26,9,2,1,1,0,6,9,4,0,0,1,1,12
43028WAS,DET,Stanley Johnson,24,10,2,0,1,0,3,3,3,1,1,4,3,3
43028WAS,DET,Jon Leuer,32,10,1,0,0,1,3,8,4,0,0,2,2,1
43028WAS,DET,Luke Kennard,19,11,2,2,2,0,1,8,5,4,1,0,0,0
43028WAS,DET,Ishmael Smith,16,12,3,4,1,0,2,12,6,2,0,2,0,3
43028WAS,DET,Langston Galloway,12,5,1,0,0,0,3,3,2,2,1,0,0,2
43028WAS,DET,Eric Moreland,12,0,0,2,0,0,3,0,0,0,0,0,0,3
43028WAS,WAS,Otto Porter,38,28,3,1,4,1,2,19,11,4,2,4,4,9
43028WAS,WAS,Kelly Oubre Jr.,36,4,0,1,2,0,3,5,1,2,0,2,2,7
43028WAS,WAS,Bradley Beal,35,25,4,2,0,3,4,18,9,3,1,7,6,4
43028WAS,WAS,Marcin Gortat,35,10,1,0,1,0,5,6,4,0,0,4,2,9
43028WAS,WAS,John Wall,34,26,10,8,1,2,1,12,8,3,1,11,9,3
43028WAS,WAS,Mike Scott,21,8,1,0,0,1,0,4,3,0,0,2,2,0
43028WAS,WAS,Jodie Meeks,15,9,0,1,1,0,0,5,2,3,2,3,3,1
43028WAS,WAS,Tim Frazier,14,0,4,3,2,0,2,3,0,2,0,0,0,1
43028WAS,WAS,Ian Mahinmi,13,5,2,0,1,0,1,3,2,0,0,2,1,3
43028BKN,ORL,Evan Fournier,36,22,5,2,2,0,3,21,8,6,2,4,4,9
43028BKN,ORL,Nikola Vu€çevi€à,35,41,3,4,0,0,5,22,17,8,6,2,1,12
43028BKN,ORL,Terrence Ross,30,11,2,0,1,0,3,9,4,4,2,1,1,6
43028BKN,ORL,Jonathan Isaac,23,9,3,4,2,1,3,5,4,1,1,0,0,1
43028BKN,ORL,Elfrid Payton,15,4,4,2,1,0,0,6,2,1,0,0,0,1
43028BKN,ORL,D.J. Augustin,23,10,5,2,1,0,3,5,3,3,2,2,2,2
43028BKN,ORL,Jonathon Simmons,22,10,1,2,0,0,2,6,3,3,2,2,2,1
43028BKN,ORL,Mario Hezonja,16,3,1,1,1,0,3,5,1,2,1,0,0,3
43028BKN,ORL,Arron Afflalo,15,2,3,0,0,1,1,3,0,2,0,3,2,2
43028BKN,ORL,Bismack Biyombo,13,3,0,2,0,1,3,2,1,0,0,1,1,1
43028BKN,ORL,Shelvin Mack,10,3,3,2,1,0,1,3,1,2,1,0,0,0
43028BKN,ORL,Marreese Speights,3,3,0,1,0,0,0,2,1,1,1,0,0,2
43028BKN,BKN,DeMarre Carroll,28,17,2,1,2,0,2,9,6,4,3,2,2,8
43028BKN,BKN,D'Angelo Russell,25,17,6,8,3,0,3,16,8,3,0,2,1,3
43028BKN,BKN,Rondae Hollis-Jefferson,25,15,1,0,3,3,0,10,5,1,0,7,5,4
43028BKN,BKN,Allen Crabbe,23,9,2,1,0,1,0,5,1,4,1,6,6,1
43028BKN,BKN,Timofey Mozgov,16,4,0,1,0,0,0,5,2,1,0,0,0,6
43028BKN,BKN,Caris LeVert,27,9,2,3,2,1,2,11,4,4,0,3,1,1
43028BKN,BKN,Spencer Dinwiddie,25,16,5,1,2,0,1,15,6,5,2,3,2,5
43028BKN,BKN,Trevor Booker,22,17,2,2,0,0,3,11,6,0,0,8,5,11
43028BKN,BKN,Joe Harris,18,10,1,0,0,0,1,6,4,4,2,0,0,3
43028BKN,BKN,Quincy Acy,17,3,1,1,0,0,2,1,1,1,1,0,0,4
43028BKN,BKN,Jarrett Allen,15,9,0,0,1,1,3,3,3,0,0,4,3,2
43028MIN,UTA,Joe Ingles,34,14,3,1,2,0,2,8,5,5,4,0,0,3
43028MIN,UTA,Ricky Rubio,33,19,10,4,2,0,5,10,4,3,1,11,10,5
43028MIN,UTA,Rudy Gobert,33,10,0,3,2,2,2,10,5,0,0,0,0,13
43028MIN,UTA,Derrick Favors,29,16,3,4,0,1,2,15,8,1,0,0,0,4
43028MIN,UTA,Rodney Hood,24,20,4,2,1,0,2,12,7,7,3,3,3,1
43028MIN,UTA,Thabo Sefolosha,25,9,0,1,1,0,2,4,4,1,1,0,0,5
43028MIN,UTA,Donovan Mitchell,20,2,2,1,0,2,2,7,1,2,0,1,0,0
43028MIN,UTA,Joe Johnson,19,4,1,2,1,0,1,7,2,3,0,0,0,1
43028MIN,UTA,Ekpe Udoh,15,3,0,0,0,3,1,2,1,0,0,2,1,4
43028MIN,UTA,Alec Burks,9,0,0,1,1,0,2,2,0,0,0,0,0,2
43028MIN,MIN,Jimmy Butler,39,13,3,4,5,0,1,14,5,2,0,3,3,7
43028MIN,MIN,Andrew Wiggins,35,21,0,2,0,0,1,19,7,6,2,6,5,5
43028MIN,MIN,Jeff Teague,33,10,4,3,2,0,2,11,3,3,0,4,4,2
43028MIN,MIN,Karl-Anthony Towns,32,20,1,1,1,2,3,12,7,1,0,8,6,10
43028MIN,MIN,Taj Gibson,25,4,1,1,2,0,1,4,2,1,0,0,0,8
43028MIN,MIN,Jamal Crawford,20,17,1,1,1,0,2,10,6,5,3,2,2,0
43028MIN,MIN,Gorgui Dieng,16,3,1,1,0,0,2,2,1,0,0,3,1,4
43028MIN,MIN,Tyus Jones,15,0,5,1,0,0,0,2,0,2,0,0,0,1
43028MIN,MIN,Nemanja Bjelica,13,10,0,1,0,0,3,5,4,2,2,0,0,5
43028MIN,MIN,Shabazz Muhammad,12,2,1,0,0,0,2,2,1,0,0,0,0,2
43028DAL,SAC,George Hill,32,21,2,5,2,0,1,12,9,3,3,1,0,5
43028DAL,SAC,Zach Randolph,30,13,1,1,2,0,1,15,5,3,1,4,2,6
43028DAL,SAC,Buddy Hield,27,13,3,1,0,0,1,11,4,6,1,4,4,6
43028DAL,SAC,Willie Cauley-Stein,27,10,1,0,0,1,5,7,4,1,0,2,2,11
43028DAL,SAC,Justin Jackson,17,2,0,1,0,0,1,4,1,2,0,0,0,4
43028DAL,SAC,Garrett Temple,28,8,3,1,2,0,0,6,3,3,2,0,0,6
43028DAL,SAC,De'Aaron Fox,26,9,10,2,1,0,3,13,4,1,1,0,0,6
43028DAL,SAC,Kosta Koufos,21,3,0,2,1,1,3,4,1,0,0,2,1,5
43028DAL,SAC,Vince Carter,17,6,0,0,0,0,2,6,2,4,2,0,0,3
43028DAL,SAC,Skal LabissiÌ¬re,13,8,0,1,0,1,1,9,4,0,0,0,0,5
43028DAL,DAL,Harrison Barnes,39,24,1,1,0,0,3,18,8,3,2,9,6,4
43028DAL,DAL,Wesley Matthews,34,0,2,4,2,1,1,7,0,7,0,0,0,1
43028DAL,DAL,Dirk Nowitzki,29,10,2,0,0,0,1,9,4,4,2,0,0,9
43028DAL,DAL,Jose Barea,27,9,10,1,1,1,1,14,4,5,1,0,0,1
43028DAL,DAL,Nerlens Noel,27,7,0,1,3,2,1,3,3,0,0,2,1,6
43028DAL,DAL,Yogi Ferrell,30,14,2,4,1,0,3,8,3,4,1,8,7,4
43028DAL,DAL,Dorian Finney-Smith,21,14,1,0,0,0,2,6,5,4,3,2,1,2
43028DAL,DAL,Salah Mejri,13,4,0,1,0,3,0,2,2,0,0,0,0,3
43028DAL,DAL,Gian Clavell,10,3,0,0,1,0,0,3,1,3,1,0,0,2
43028DAL,DAL,Dwight Powell,10,3,1,0,0,0,1,5,1,3,1,0,0,4
43028NO,GS,Kevin Durant,38,22,2,5,1,7,3,18,9,6,3,1,1,8
43028NO,GS,Klay Thompson,37,31,3,1,0,1,2,19,12,12,7,0,0,4
43028NO,GS,Draymond Green,35,10,9,4,1,0,4,11,4,7,2,0,0,5
43028NO,GS,Stephen Curry,35,28,8,1,0,0,1,16,7,11,4,10,10,3
43028NO,GS,Zaza Pachulia,21,8,0,3,1,0,5,6,3,0,0,2,2,9
43028NO,GS,Andre Iguodala,23,7,4,1,0,0,0,5,3,1,0,1,1,7
43028NO,GS,Shaun Livingston,14,2,1,2,0,0,1,4,1,0,0,2,0,5
43028NO,GS,David West,13,11,2,0,0,0,4,5,4,1,1,4,2,1
43028NO,GS,Nick Young,11,3,1,0,0,0,1,3,1,2,1,0,0,1
43028NO,GS,JaVale McGee,9,2,1,1,0,0,2,2,1,0,0,0,0,4
43028NO,GS,Jordan Bell,5,4,0,0,2,0,0,2,2,0,0,0,0,2
43028NO,NO,Anthony Davis,40,35,5,4,2,1,1,21,15,4,3,5,2,17
43028NO,NO,Jrue Holiday,35,13,4,3,1,0,4,16,5,6,2,2,1,6
43028NO,NO,DeMarcus Cousins,33,35,5,6,4,0,5,23,11,8,3,13,10,14
43028NO,NO,Dante Cunningham,28,6,0,0,0,0,2,8,2,5,1,2,1,5
43028NO,NO,E'Twaun Moore,26,0,3,0,0,0,2,5,0,3,0,0,0,2
43028NO,NO,Ian Clark,27,14,2,0,1,0,2,7,5,4,4,0,0,1
43028NO,NO,Jordan Crawford,25,13,7,1,0,1,2,10,5,3,3,0,0,1
43028NO,NO,Darius Miller,20,4,2,1,0,0,1,6,2,3,0,0,0,2
43028NO,NO,Tony Allen,7,0,0,1,0,0,0,2,0,0,0,0,0,2
43028PHO,LAL,Brandon Ingram,37,25,1,2,1,1,6,14,9,4,3,6,4,2
43028PHO,LAL,Lonzo Ball,37,29,9,4,1,0,4,27,12,9,4,2,1,11
43028PHO,LAL,Brook Lopez,32,19,2,3,1,0,4,11,6,5,2,7,5,11
43028PHO,LAL,Corey Brewer,28,5,2,0,3,0,4,6,2,0,0,2,1,2
43028PHO,LAL,Larry Nance Jr.,22,14,1,3,2,2,4,10,5,1,0,4,4,6
43028PHO,LAL,Kyle Kuzma,28,15,2,0,0,0,0,7,6,2,1,3,2,3
43028PHO,LAL,Jordan Clarkson,17,17,1,2,0,0,3,11,6,5,2,3,3,2
43028PHO,LAL,Julius Randle,13,8,1,3,0,0,3,4,2,0,0,6,4,1
43028PHO,LAL,Andrew Bogut,7,0,1,1,0,0,2,1,0,0,0,0,0,3
43028PHO,LAL,Alex Caruso,7,0,2,1,0,0,0,1,0,0,0,0,0,1
43028PHO,LAL,Tyler Ennis,4,0,0,0,0,0,1,2,0,0,0,0,0,0
43028PHO,LAL,Josh Hart,2,0,0,0,0,0,0,0,0,0,0,0,0,0
43028PHO,PHO,Devin Booker,40,25,8,6,2,0,2,19,9,8,4,5,3,11
43028PHO,PHO,T.J. Warren,39,24,4,3,2,0,2,18,9,3,1,8,5,8
43028PHO,PHO,Eric Bledsoe,30,28,2,1,2,1,3,18,10,5,3,8,5,2
43028PHO,PHO,Tyson Chandler,24,13,0,2,0,1,5,7,5,0,0,4,3,9
43028PHO,PHO,Josh Jackson,23,12,0,1,1,0,2,10,4,4,2,5,2,0
43028PHO,PHO,Mike James,22,13,1,1,0,1,1,9,4,4,1,4,4,0
43028PHO,PHO,Alex Len,21,4,1,3,0,1,5,4,1,0,0,2,2,7
43028PHO,PHO,Dragan Bender,19,3,0,2,1,2,1,2,1,2,1,0,0,7
43028PHO,PHO,Marquese Chriss,18,5,1,1,0,3,2,3,1,1,1,2,2,6
43028PHO,PHO,Troy Daniels,3,3,0,0,0,0,2,2,1,2,1,0,0,0
43029TOR,PHI,Ben Simmons,33,18,8,3,0,0,0,16,7,2,0,8,4,10
43029TOR,PHI,Jerryd Bayless,27,16,0,3,1,0,1,7,5,3,2,4,4,3
43029TOR,PHI,J.J. Redick,26,6,3,2,2,0,1,8,2,2,0,2,2,2
43029TOR,PHI,Robert Covington,15,5,0,0,0,1,4,7,2,1,1,0,0,3
43029TOR,PHI,Amir Johnson,14,6,1,0,1,0,2,3,2,1,0,2,2,2
43029TOR,PHI,Dario Saric,24,9,1,2,0,0,4,7,3,3,2,2,1,7
43029TOR,PHI,Markelle Fultz,24,6,2,1,0,0,2,5,1,0,0,8,4,1
43029TOR,PHI,Jahlil Okafor,22,10,0,2,0,2,4,7,4,0,0,4,2,9
43029TOR,PHI,T.J. McConnell,18,2,3,2,0,0,4,4,1,1,0,0,0,1
43029TOR,PHI,Justin Anderson,17,12,0,1,0,1,3,12,4,7,2,4,2,1
43029TOR,PHI,TimothÌ© Luwawu-Cabarrot,11,4,0,3,0,0,1,5,1,4,1,2,1,2
43029TOR,PHI,Nik Stauskas,8,0,0,1,1,0,0,1,0,0,0,0,0,0
43029TOR,TOR,Kyle Lowry,28,17,5,1,0,0,3,12,6,10,4,2,1,5
43029TOR,TOR,DeMar DeRozan,27,30,3,1,0,0,3,12,8,1,0,16,14,3
43029TOR,TOR,Serge Ibaka,25,21,2,1,0,2,2,12,7,9,5,2,2,5
43029TOR,TOR,Norman Powell,17,2,2,2,0,1,4,3,0,1,0,2,2,2
43029TOR,TOR,Jonas Valan€çiÅÇnas,15,5,0,0,0,0,2,4,2,0,0,2,1,4
43029TOR,TOR,Delon Wright,31,14,1,2,0,2,3,9,3,6,1,7,7,5
43029TOR,TOR,C.J. Miles,17,5,1,1,0,0,3,7,2,6,1,0,0,3
43029TOR,TOR,Jakob PÌ_ltl,17,14,0,2,1,3,0,7,6,0,0,4,2,5
43029TOR,TOR,Fred VanVleet,17,3,4,2,0,0,3,6,1,4,1,0,0,0
43029TOR,TOR,Lucas Nogueira,16,10,0,1,2,2,1,7,5,1,0,0,0,9
43029TOR,TOR,OG Anunoby,15,3,2,0,1,0,3,3,1,2,1,0,0,3
43029TOR,TOR,Pascal Siakam,8,4,2,0,0,0,1,5,1,2,0,2,2,6
43029TOR,TOR,Bruno Caboclo,6,0,1,0,1,0,1,2,0,2,0,0,0,1
43029CHI,SA,LaMarcus Aldridge,33,28,3,1,1,2,2,24,12,2,0,4,4,10
43029CHI,SA,Kyle Anderson,32,4,1,2,0,0,0,7,2,0,0,0,0,8
43029CHI,SA,Danny Green,29,9,3,0,1,0,1,9,4,2,1,0,0,3
43029CHI,SA,Dejounte Murray,26,8,6,1,2,0,0,10,4,1,0,0,0,10
43029CHI,SA,Pau Gasol,20,10,4,3,0,0,0,8,3,1,0,5,4,7
43029CHI,SA,Rudy Gay,23,12,1,1,2,0,2,13,6,2,0,3,0,3
43029CHI,SA,Manu GinÌ_bili,23,5,3,0,2,1,3,7,2,3,0,2,1,1
43029CHI,SA,Patrick Mills,22,2,3,3,0,0,4,2,1,0,0,0,0,2
43029CHI,SA,Joffrey Lauvergne,17,5,1,0,0,0,0,6,2,0,0,2,1,6
43029CHI,SA,Bryn Forbes,16,4,0,0,0,0,2,7,2,1,0,0,0,2
43029CHI,SA,Brandon Paul,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43029CHI,CHI,Lauri Markkanen,37,13,0,3,1,0,3,14,5,8,3,1,0,12
